eval_index,time,eval_type,cos_sim_mean,cos_sim_std,angle_mean_deg,angle_std_deg,vel_norm_mean,vel_norm_std,curv_mean_k,curv_std_k
0,0.01,midpoint,0.9996030926704407,5.8005291066365317e-05,1.4815421,0.64145565,55.6003303527832,0.13500970602035522,1.4489277601242065,0.6187470555305481
1,0.02,start,0.9991777539253235,0.00012933695688843727,2.0819094,1.0329652,55.60044479370117,0.13591550290584564,2.0235955715179443,1.0062880516052246
2,0.03,midpoint,0.9992196559906006,0.00011078100942540914,2.056573,0.94648594,55.68421173095703,0.13911908864974976,2.0067756175994873,0.9405957460403442
3,0.04,start,0.9993152618408203,9.120896720560268e-05,1.9501208,0.83321244,55.8308219909668,0.14965525269508362,1.9154331684112549,0.850278377532959
4,0.05,midpoint,0.9994965195655823,6.168537947814912e-05,1.6976038,0.6518891,56.005126953125,0.165607750415802,1.6789010763168335,0.682522714138031
5,0.06,start,0.9995594024658203,5.5790242186049e-05,1.5905236,0.60289276,56.21748733520508,0.1868000626564026,1.5861600637435913,0.6445310711860657
6,0.06999999999999999,midpoint,0.9996822476387024,4.2816103814402595e-05,1.3566718,0.49640438,56.41585159301758,0.2066410481929779,1.3607889413833618,0.5338453650474548
7,0.08,start,0.999711811542511,4.502393494476564e-05,1.2821628,0.4986442,56.62068557739258,0.22673815488815308,1.2941405773162842,0.5365196466445923
8,0.09,midpoint,0.9997764825820923,3.962338450946845e-05,1.1234069,0.45393753,56.80074691772461,0.24337735772132874,1.1376858949661255,0.48553916811943054
9,0.1,start,0.9997802376747131,4.4495838665170595e-05,1.0973045,0.48930645,56.99079895019531,0.25964727997779846,1.1174765825271606,0.5228710770606995
10,0.11,midpoint,0.9998199343681335,3.7641839298885316e-05,0.98814136,0.45433497,57.1596794128418,0.27401843667030334,1.0090489387512207,0.48711690306663513
11,0.12,start,0.9998132586479187,4.4246084144106135e-05,0.98676264,0.5024282,57.33479690551758,0.2893045246601105,1.0124338865280151,0.5427922606468201
12,0.13,midpoint,0.9998467564582825,3.289408050477505e-05,0.89713454,0.44902083,57.48984146118164,0.3047557771205902,0.9225718379020691,0.4893547594547272
13,0.14,start,0.9998395442962646,3.868479689117521e-05,0.90409744,0.48676023,57.6539306640625,0.3229421079158783,0.9339877963066101,0.5335284471511841
14,0.15000000000000002,midpoint,0.9998697638511658,3.0868686735630035e-05,0.8216467,0.42410737,57.79613494873047,0.3397389054298401,0.8494502902030945,0.46160638332366943
15,0.16,start,0.999864935874939,3.467257920419797e-05,0.8287156,0.4474034,57.944515228271484,0.35689419507980347,0.8595970273017883,0.486228346824646
16,0.17,midpoint,0.9998915195465088,2.599288745841477e-05,0.751162,0.38547927,58.07487106323242,0.37057259678840637,0.7797985672950745,0.4189382791519165
17,0.18,start,0.9998869299888611,2.9128501410013996e-05,0.7613039,0.40298977,58.20064926147461,0.38376525044441223,0.7913045883178711,0.4399472773075104
18,0.19,midpoint,0.9999096989631653,1.4748397916264366e-05,0.6940084,0.33389416,58.31404495239258,0.3940243422985077,0.7218306064605713,0.3627535402774811
19,0.2,start,0.9999046325683594,1.8422684661345556e-05,0.70630825,0.3573078,58.42646789550781,0.4033966660499573,0.7353881597518921,0.3869017958641052
20,0.21000000000000002,midpoint,0.9999205470085144,1.7174768800032325e-05,0.64812475,0.31868345,58.521018981933594,0.4117639362812042,0.6742778420448303,0.3443538248538971
21,0.22,start,0.9999175667762756,1.7720507457852364e-05,0.6580025,0.3292201,58.61446762084961,0.4199407994747162,0.6847801208496094,0.35353362560272217
22,0.23,midpoint,0.9999327063560486,1.479348156863125e-05,0.60175323,0.2822154,58.700504302978516,0.426334023475647,0.6264017820358276,0.299341082572937
23,0.24,start,0.999929666519165,1.7304228094872087e-05,0.6127345,0.29376957,58.78349685668945,0.43227455019950867,0.6375818252563477,0.309420108795166
24,0.25,midpoint,0.9999424815177917,1.0817872862389777e-05,0.5620597,0.2495095,58.85563278198242,0.4372262954711914,0.5846844911575317,0.2626521587371826
25,0.26,start,0.9999397993087769,1.1304954568913672e-05,0.5724842,0.26056746,58.92430114746094,0.4420865774154663,0.5953347682952881,0.2733810245990753
26,0.27,midpoint,0.9999491572380066,8.185374099412002e-06,0.5309788,0.22693884,58.98563003540039,0.4463993012905121,0.5520683526992798,0.23729093372821808
27,0.28,start,0.9999468326568604,9.3377029770636e-06,0.5396154,0.24004292,59.052913665771484,0.45049014687538147,0.561745822429657,0.2498476207256317
28,0.29000000000000004,midpoint,0.9999549984931946,7.111912054824643e-06,0.50177544,0.20959307,59.1014289855957,0.4544067680835724,0.5212147235870361,0.21752257645130157
29,0.3,start,0.9999534487724304,7.568683486169903e-06,0.5088602,0.21690194,59.154239654541016,0.4580283761024475,0.5288978219032288,0.22447146475315094
30,0.31,midpoint,0.9999606013298035,5.572843292611651e-06,0.47277337,0.18656033,59.199317932128906,0.46127399802207947,0.49118152260780334,0.19251146912574768
31,0.32,start,0.9999595880508423,5.749963293055771e-06,0.4784647,0.19062477,59.24722671508789,0.4641731083393097,0.49725982546806335,0.19568344950675964
32,0.33,midpoint,0.9999648928642273,4.886966507910984e-06,0.44918567,0.16976659,59.287654876708984,0.46684715151786804,0.46667593717575073,0.1735614687204361
33,0.34,start,0.9999637603759766,6.0621327975241e-06,0.4542205,0.17851196,59.32612991333008,0.46922287344932556,0.47166749835014343,0.18159066140651703
34,0.35000000000000003,midpoint,0.9999678134918213,5.359597253118409e-06,0.43079904,0.16053426,59.361671447753906,0.4713422954082489,0.44748926162719727,0.16294731199741364
35,0.36,start,0.9999665021896362,7.029038897599094e-06,0.43638787,0.17119448,59.39090347290039,0.47339746356010437,0.45280012488365173,0.17301355302333832
36,0.37,midpoint,0.9999701380729675,6.798385584261268e-06,0.4132845,0.1586025,59.42005157470703,0.4753060042858124,0.4291068911552429,0.15968114137649536
37,0.38,start,0.9999685883522034,9.563534149492625e-06,0.4196916,0.17425194,59.44173049926758,0.4771447777748108,0.43528324365615845,0.1748366355895996
