timestep,velocity_norm_mean,velocity_norm_std,angular_diff_mean,angular_diff_std,cosine_sim_mean
1.0,55.621113777160645,0.4126136042177677,,,
0.9900000095367432,55.64235305786133,0.5140969417989254,1.5603893399238586,0.74308230727911,0.9995444193482399
0.9800000190734863,55.75812578201294,0.6747289001941681,1.70796999335289,0.7918152809143066,0.9994592666625977
0.9700000286102295,55.927483558654785,0.8815825283527374,1.6635194271802902,0.7855942472815514,0.9994834885001183
0.9599999785423279,56.11464977264404,1.1185403615236282,1.5302473157644272,0.7322002127766609,0.9995608404278755
0.949999988079071,56.30796003341675,1.3624902069568634,1.38519786298275,0.6500750258564949,0.9996424838900566
0.9399999976158142,56.502668380737305,1.593742623925209,1.2580962032079697,0.5838248282670975,0.9997056797146797
0.9300000071525574,56.693979263305664,1.8013408929109573,1.150288924574852,0.536306656897068,0.9997527897357941
0.9200000166893005,56.87779188156128,1.9828852415084839,1.0600022673606873,0.48540735244750977,0.9997921213507652
0.9100000262260437,57.05370092391968,2.1402628272771835,0.991322711110115,0.4672725312411785,0.9998162537813187
0.8999999761581421,57.22210931777954,2.2775805443525314,0.9374248310923576,0.45713768899440765,0.9998335391283035
0.8899999856948853,57.382851123809814,2.3975649774074554,0.8922194465994835,0.4397358372807503,0.9998488649725914
0.8799999952316284,57.53629398345947,2.5027748346328735,0.8544745817780495,0.4236206039786339,0.9998612478375435
0.8700000047683716,57.68291139602661,2.5961129665374756,0.8216421753168106,0.4128849059343338,0.9998710080981255
0.8600000143051147,57.82237529754639,2.6799342036247253,0.7907513901591301,0.3999011106789112,0.9998802840709686
0.8500000238418579,57.95453977584839,2.7562982738018036,0.76131671667099,0.38468047603964806,0.9998892098665237
0.8400000333786011,58.079307079315186,2.82639080286026,0.7347502782940865,0.36766283959150314,0.9998971670866013
0.8299999833106995,58.19724225997925,2.8903972506523132,0.714019276201725,0.3723952956497669,0.9999007806181908
0.8199999928474426,58.30842876434326,2.948174327611923,0.6932273581624031,0.36820177733898163,0.9999058321118355
0.8100000023841858,58.413315773010254,3.000023990869522,0.6706202998757362,0.3524760417640209,0.9999123439192772
0.800000011920929,58.5130181312561,3.046876549720764,0.6534591540694237,0.36157266050577164,0.9999145045876503
0.7900000214576721,58.60754871368408,3.08956116437912,0.6358033865690231,0.357029065489769,0.9999183788895607
0.7800000309944153,58.696144580841064,3.128572553396225,0.6146808490157127,0.3297457955777645,0.9999255463480949
0.7699999809265137,58.779090881347656,3.164375066757202,0.595446951687336,0.3200467489659786,0.9999301955103874
0.7599999904632568,58.85599422454834,3.196811228990555,0.5758795365691185,0.2961601968854666,0.9999358132481575
0.75,58.92659521102905,3.2254128754138947,0.5610125288367271,0.2900044694542885,0.9999387338757515
0.7400000095367432,58.99210262298584,3.250860035419464,0.5477611795067787,0.30742331594228745,0.999938428401947
0.7300000190734863,59.05273246765137,3.2734965085983276,0.5303659737110138,0.2808312401175499,0.9999444782733917
0.7200000286102295,59.10853624343872,3.2941695749759674,0.5136196911334991,0.2549244146794081,0.9999498501420021
0.7099999785423279,59.15985870361328,3.3131907284259796,0.4984778016805649,0.24419917911291122,0.9999529421329498
0.699999988079071,59.20721673965454,3.330805152654648,0.48319748044013977,0.22621001861989498,0.9999565780162811
0.6899999976158142,59.25111627578735,3.3470349609851837,0.46883220970630646,0.20715343952178955,0.9999599903821945
0.6800000071525574,59.291996002197266,3.3619228899478912,0.45736997202038765,0.20102138258516788,0.9999619647860527
