eval_index,time,eval_type,cos_sim_mean,cos_sim_std,angle_mean_deg,angle_std_deg,vel_norm_mean,vel_norm_std
46,0.47000000000000003,midpoint,0.9999802708625793,2.1373427898652153e-06,0.34494022,0.102454074,59.86348342895508,0.41605672240257263
47,0.48,start,0.9999796748161316,2.1630953597195912e-06,0.34913883,0.10664667,59.861351013183594,0.4180663228034973
48,0.49,midpoint,0.9999808073043823,1.9675251223816304e-06,0.34071213,0.10068317,59.86567306518555,0.4198998510837555
49,0.5,start,0.9999800324440002,2.207602847192902e-06,0.34647205,0.10604737,59.865238189697266,0.4217909574508667
50,0.51,midpoint,0.9999812841415405,1.7524311033412232e-06,0.3365957,0.09584795,59.86429214477539,0.42357882857322693
51,0.52,start,0.999981164932251,1.7726907799442415e-06,0.33821204,0.09743027,59.85781478881836,0.4254997968673706
52,0.53,midpoint,0.9999820590019226,1.635294779589458e-06,0.33111364,0.09095084,59.84892272949219,0.4272609353065491
53,0.54,start,0.9999812841415405,1.7483671399531886e-06,0.33800775,0.094536684,59.84204864501953,0.42909109592437744
54,0.55,midpoint,0.9999821782112122,1.605807142368576e-06,0.32899943,0.08795038,59.830421447753906,0.4307652413845062
55,0.56,start,0.9999812841415405,1.7682760926618357e-06,0.337064,0.09124151,59.821495056152344,0.432404100894928
56,0.5700000000000001,midpoint,0.9999822974205017,1.6431232552349684e-06,0.3288762,0.08598389,59.80775451660156,0.43402814865112305
57,0.58,start,0.9999811053276062,1.8296100279258098e-06,0.34048417,0.09076019,59.79492950439453,0.4355092942714691
58,0.59,midpoint,0.9999821782112122,1.6778870985945105e-06,0.3311901,0.08563502,59.77775192260742,0.43700698018074036
59,0.6,start,0.9999807476997375,1.9089366105617955e-06,0.34360594,0.091926835,59.76134490966797,0.4385276734828949
60,0.61,midpoint,0.999981701374054,1.7740113662512158e-06,0.33635178,0.086887814,59.73825454711914,0.4400408864021301
61,0.62,start,0.9999797940254211,2.0490658698690822e-06,0.35169002,0.09442259,59.72098922729492,0.4416085481643677
62,0.63,midpoint,0.9999801516532898,1.9474807686492568e-06,0.34884802,0.091031455,59.705299377441406,0.4430066645145416
63,0.64,start,0.9999790787696838,2.1431812911032466e-06,0.3586837,0.09525462,59.68059539794922,0.4445780813694
64,0.65,midpoint,0.9999796152114868,1.9387391603231663e-06,0.3542561,0.09051964,59.65623092651367,0.44601112604141235
65,0.66,start,0.9999779462814331,2.1499583908735076e-06,0.3679706,0.09587951,59.628883361816406,0.44761523604393005
66,0.67,midpoint,0.9999780058860779,2.0128304640820716e-06,0.36878338,0.09307855,59.60245132446289,0.44914326071739197
67,0.68,start,0.9999765157699585,2.2067545160098234e-06,0.38017273,0.09775712,59.56886672973633,0.4506269097328186
68,0.6900000000000001,midpoint,0.9999764561653137,2.0926815977873048e-06,0.38183227,0.094200194,59.535133361816406,0.45218515396118164
69,0.7000000000000001,start,0.9999741315841675,2.3691825390415033e-06,0.39953333,0.10110078,59.50350570678711,0.45355406403541565
70,0.7100000000000001,midpoint,0.9999745488166809,2.23027859647118e-06,0.3968085,0.09642731,59.45954513549805,0.45498377084732056
71,0.72,start,0.9999710321426392,2.5538779482303653e-06,0.42358696,0.10587299,59.42647171020508,0.45620667934417725
72,0.73,midpoint,0.9999716281890869,2.4127346023306018e-06,0.41901547,0.101335816,59.38227462768555,0.45733213424682617
73,0.74,start,0.9999692440032959,2.707625071707298e-06,0.4363593,0.10870803,59.3265380859375,0.4586929976940155
74,0.75,midpoint,0.9999671578407288,2.788296797007206e-06,0.45137873,0.10969518,59.28544235229492,0.4598078429698944
75,0.76,start,0.9999643564224243,3.1010097245598445e-06,0.4700429,0.11687456,59.22314453125,0.4611542820930481
76,0.77,midpoint,0.9999635815620422,2.8922852379764663e-06,0.4756837,0.11305831,59.16746520996094,0.4623173773288727
77,0.78,start,0.9999593496322632,3.277345285823685e-06,0.50195324,0.12183541,59.09650802612305,0.46366769075393677
78,0.79,midpoint,0.999959409236908,3.1992315143725136e-06,0.50230914,0.11806474,59.014991760253906,0.4650021493434906
79,0.8,start,0.9999529719352722,3.847115294774994e-06,0.5400779,0.13087842,58.92900085449219,0.46645843982696533
80,0.81,midpoint,0.9999513030052185,3.643227273641969e-06,0.55072314,0.12885392,58.842166900634766,0.46773478388786316
81,0.8200000000000001,start,0.9999439716339111,4.015972535853507e-06,0.58982474,0.14084609,58.743465423583984,0.46920880675315857
82,0.8300000000000001,midpoint,0.9999399781227112,4.029440788144711e-06,0.6116763,0.1412209,58.6419563293457,0.4706824719905853
83,0.84,start,0.9999294281005859,4.716602688858984e-06,0.66255516,0.1571232,58.525333404541016,0.47248175740242004
84,0.85,midpoint,0.9999252557754517,4.87689976580441e-06,0.68243945,0.15779541,58.39958572387695,0.4741511940956116
85,0.86,start,0.9999103546142578,5.83340079174377e-06,0.7468617,0.17624989,58.24813461303711,0.4764205813407898
86,0.87,midpoint,0.9999033212661743,6.016332463332219e-06,0.77723205,0.17670144,58.07837677001953,0.47888675332069397
87,0.88,start,0.9998735785484314,8.135794814734254e-06,0.8873646,0.20694382,57.894840240478516,0.4821570813655853
88,0.89,midpoint,0.9998592138290405,8.615264960099012e-06,0.9382166,0.21123236,57.68545150756836,0.4858040511608124
89,0.9,start,0.9998161196708679,1.1297323908365797e-05,1.0709246,0.2457588,57.42622375488281,0.4906187355518341
90,0.91,midpoint,0.9997852444648743,1.2671086551563349e-05,1.1597172,0.25633433,57.141597747802734,0.49630650877952576
91,0.92,start,0.9997159242630005,1.7157008187496103e-05,1.3321582,0.30113223,56.76742172241211,0.5039803385734558
92,0.93,midpoint,0.9996326565742493,2.0657416825997643e-05,1.517023,0.33369747,56.35893630981445,0.5126432776451111
93,0.9400000000000001,start,0.9994540810585022,3.0950723157729954e-05,1.8470286,0.41645372,55.82781219482422,0.5237355828285217
94,0.9500000000000001,midpoint,0.9992564916610718,4.28335479227826e-05,2.1561215,0.48322168,55.18616485595703,0.5361211895942688
95,0.96,start,0.9987010359764099,7.924007513793185e-05,2.8432157,0.6689102,54.309200286865234,0.5518566370010376
96,0.97,midpoint,0.9976887106895447,0.0001466231042286381,3.79034,0.903392,53.22165298461914,0.5713457465171814
97,0.98,start,0.9941823482513428,0.0004134476475883275,5.995532,1.5161237,51.583251953125,0.6071070432662964
98,0.99,midpoint,0.9835224151611328,0.0012701741652563214,10.077448,2.6522248,48.61177062988281,0.6944313645362854
