eval_index,time,eval_type,cos_sim_mean,cos_sim_std,angle_mean_deg,angle_std_deg,vel_norm_mean,vel_norm_std,curv_mean_k,curv_std_k
0,0.05,midpoint,0.9875184893608093,0.0017940368270501494,8.3643055,3.508262,55.857120513916016,0.16486288607120514,8.169218063354492,3.483506202697754
1,0.1,start,0.9914680123329163,0.0011541042476892471,7.024888,2.6080637,57.03432083129883,0.33036214113235474,7.085039138793945,2.8470489978790283
2,0.15000000000000002,midpoint,0.9973395466804504,0.0004902713699266315,3.8619838,1.6029817,57.66114044189453,0.4057786762714386,3.9521005153656006,1.7151601314544678
3,0.2,start,0.9972580075263977,0.00046490380191244185,3.8522375,1.7840176,58.36845016479492,0.4813922643661499,4.00238561630249,1.9338873624801636
4,0.25,midpoint,0.9987499713897705,0.0002262396737933159,2.6291902,1.1398413,58.71227264404297,0.5098679065704346,2.726079225540161,1.210500955581665
5,0.30000000000000004,start,0.9986114501953125,0.00026037084171548486,2.7707245,1.2022871,59.05706787109375,0.5259195566177368,2.878333568572998,1.2622005939483643
6,0.35000000000000003,midpoint,0.9992772340774536,9.380142000736669e-05,2.0560873,0.720725,59.228946685791016,0.5310268402099609,2.131305694580078,0.7417446970939636
7,0.4,start,0.9991894364356995,0.00010854503489099443,2.1775348,0.7627511,59.38002014160156,0.5348259806632996,2.2567107677459717,0.7777920961380005
8,0.45,midpoint,0.9994939565658569,5.707050513592549e-05,1.745609,0.5255439,59.43151092529297,0.5399826765060425,1.8076368570327759,0.5281820297241211
9,0.5,start,0.9994239807128906,6.137639138614759e-05,1.860285,0.5672996,59.459774017333984,0.545886754989624,1.9238156080245972,0.5612479448318481
10,0.55,midpoint,0.9995798468589783,3.7068562960484996e-05,1.6073105,0.41885102,59.41854476928711,0.5513069033622742,1.6628086566925049,0.40989091992378235
11,0.6000000000000001,start,0.9994749426841736,4.93948464281857e-05,1.789503,0.49581245,59.357460021972656,0.5570642352104187,1.847914457321167,0.48076167702674866
12,0.6500000000000001,midpoint,0.9995498061180115,3.2369265682064e-05,1.6706939,0.40640372,59.25465393066406,0.5633865594863892,1.7258074283599854,0.39262911677360535
13,0.7000000000000001,start,0.9993715882301331,4.3860844016307965e-05,1.9673855,0.50594723,59.10173416137695,0.5728654861450195,2.0278713703155518,0.4837886691093445
14,0.7500000000000001,midpoint,0.9993553161621094,4.425275983521715e-05,2.0057,0.4589896,58.89534378051758,0.5860683917999268,2.065622091293335,0.43212711811065674
15,0.8,start,0.9989585876464844,8.44271999085322e-05,2.5425465,0.6124418,58.53355407714844,0.6070123910903931,2.6147334575653076,0.5716490149497986
16,0.8500000000000001,midpoint,0.9987002611160278,0.00010513870074646547,2.855397,0.61853117,58.059326171875,0.6305540800094604,2.9261581897735596,0.5632598996162415
17,0.9,start,0.9969949126243591,0.0002477435627952218,4.3394923,0.95474815,57.10977554321289,0.6734378337860107,4.429807186126709,0.8461824655532837
18,0.9500000000000001,midpoint,0.9920153021812439,0.0005075341905467212,7.113327,1.3809975,55.217166900634766,0.7473951578140259,7.162846565246582,1.12936532497406
